qtd_filhos,idade,tempo_emprego,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents,possui_fone_comercial_1,possui_fone_1,possui_email_1
1,39.328767123287676,15.224657534246573,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,39.328767123287676,15.224657534246573,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,39.328767123287676,15.224657534246573,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,39.328767123287676,15.224657534246573,3.0,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
0,58.9041095890411,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.9041095890411,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,40.6958904109589,6.717808219178082,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,40.6958904109589,6.717808219178082,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,65.12328767123286,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.12328767123286,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1,34.85205479452055,14.389041095890413,3.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,34.85205479452055,14.389041095890413,3.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,34.85205479452055,14.389041095890413,3.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,34.85205479452055,14.389041095890413,3.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,37.66849315068493,7.882191780821918,3.0,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,37.77534246575343,10.471232876712328,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,37.77534246575343,10.471232876712328,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,37.77534246575343,10.471232876712328,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
1,29.786301369863008,2.8794520547945206,3.0,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,44.48219178082192,8.219178082191782,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,44.48219178082192,8.219178082191782,1.0,False,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,28.16986301369863,0.2958904109589041,1.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,28.16986301369863,0.2958904109589041,1.0,False,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,29.523287671232875,3.2164383561643834,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,29.523287671232875,3.2164383561643834,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,29.523287671232875,3.2164383561643834,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,29.523287671232875,3.2164383561643834,2.0,False,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,60.39452054794521,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,60.39452054794521,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,60.39452054794521,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,60.39452054794521,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,28.65753424657534,0.6328767123287671,1.0,False,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,36.35890410958904,4.298630136986302,2.0,False,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,40.8027397260274,7.134246575342464,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,40.8027397260274,7.134246575342464,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,54.69315068493151,3.3835616438356166,2.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,54.69315068493151,3.3835616438356166,2.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,37.58904109589041,5.298630136986302,2.0,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,25.41917808219178,3.0493150684931507,1.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,25.41917808219178,3.0493150684931507,1.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,25.41917808219178,3.0493150684931507,1.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,25.41917808219178,3.0493150684931507,1.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,25.86575342465753,3.3835616438356166,3.0,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,25.86575342465753,3.3835616438356166,3.0,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,25.86575342465753,3.3835616438356166,3.0,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,25.86575342465753,3.3835616438356166,3.0,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,64.91506849315068,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.91506849315068,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.91506849315068,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,42.51780821917808,5.550684931506848,2.0,False,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,61.205479452054796,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,61.205479452054796,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,61.205479452054796,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,61.205479452054796,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,61.205479452054796,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,61.205479452054796,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,37.446575342465756,2.2136986301369856,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,37.446575342465756,2.2136986301369856,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,45.25205479452055,2.7150684931506848,2.0,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,45.25205479452055,2.7150684931506848,2.0,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,45.25205479452055,2.7150684931506848,2.0,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,45.25205479452055,2.7150684931506848,2.0,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1,45.25205479452055,2.7150684931506848,2.0,False,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2,34.57808219178082,3.635616438356165,4.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,34.57808219178082,3.635616438356165,4.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,34.57808219178082,3.635616438356165,4.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,34.57808219178082,3.635616438356165,4.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,34.57808219178082,3.635616438356165,4.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,34.57808219178082,3.635616438356165,4.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,26.684931506849317,8.301369863013699,2.0,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,26.684931506849317,8.301369863013699,2.0,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,26.684931506849317,8.301369863013699,2.0,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,26.684931506849317,8.301369863013699,2.0,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,26.684931506849317,8.301369863013699,2.0,False,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,45.78082191780822,8.471232876712326,3.0,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,26.64383561643836,0.3808219178082192,3.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,26.64383561643836,0.3808219178082192,3.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.12602739726027,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.12602739726027,-1000.6657534246576,2.0,False,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,63.797260273972604,-1000.6657534246576,1.0,True,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,63.797260273972604,-1000.6657534246576,1.0,True,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,63.797260273972604,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,46.54794520547945,5.550684931506848,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,46.54794520547945,5.550684931506848,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,46.54794520547945,5.550684931506848,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,46.54794520547945,5.550684931506848,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,46.54794520547945,5.550684931506848,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,46.54794520547945,5.550684931506848,2.0,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,65.56986301369865,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,41.1972602739726,6.049315068493152,1.0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,36.076712328767115,7.052054794520547,3.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,36.076712328767115,7.052054794520547,3.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,36.076712328767115,7.052054794520547,3.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,36.076712328767115,7.052054794520547,3.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,36.076712328767115,7.052054794520547,3.0,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,52.210958904109596,10.720547945205482,1.0,False,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,42.865753424657534,12.641095890410963,3.0,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,42.865753424657534,12.641095890410963,3.0,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,24.895890410958906,2.8794520547945206,3.0,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,32.23835616438356,10.638356164383561,3.0,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,57.92876712328767,4.635616438356164,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.92876712328767,4.635616438356164,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.92876712328767,4.635616438356164,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,47.27945205479452,2.128767123287671,1.0,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,47.27945205479452,2.128767123287671,1.0,False,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,41.202739726027396,9.134246575342466,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,30.03013698630137,1.295890410958904,2.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,30.03013698630137,1.295890410958904,2.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,30.03013698630137,1.295890410958904,2.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,30.03013698630137,1.295890410958904,2.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,30.03013698630137,1.295890410958904,2.0,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,32.85479452054795,9.805479452054792,3.0,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,32.85479452054795,9.805479452054792,3.0,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,32.85479452054795,9.805479452054792,3.0,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,32.85479452054795,9.805479452054792,3.0,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,32.85479452054795,9.805479452054792,3.0,False,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,58.97808219178082,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,58.97808219178082,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,58.97808219178082,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,58.97808219178082,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,48.76986301369863,23.23013698630137,2.0,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,48.76986301369863,23.23013698630137,2.0,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,48.76986301369863,23.23013698630137,2.0,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,48.76986301369863,23.23013698630137,2.0,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,48.76986301369863,23.23013698630137,2.0,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,62.59178082191781,25.31232876712329,2.0,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,62.59178082191781,25.31232876712329,2.0,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,62.59178082191781,25.31232876712329,2.0,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,62.59178082191781,25.31232876712329,2.0,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,35.53972602739726,6.049315068493152,2.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,35.53972602739726,6.049315068493152,2.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,35.53972602739726,6.049315068493152,2.0,False,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
0,62.31232876712329,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,62.31232876712329,-1000.6657534246576,2.0,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,53.419178082191785,3.7178082191780817,1.0,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,53.419178082191785,3.7178082191780817,1.0,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2,38.9972602739726,15.643835616438356,4.0,False,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2,38.9972602739726,15.643835616438356,4.0,False,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
2,38.9972602739726,15.643835616438356,4.0,False,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,57.61643835616438,6.298630136986303,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.61643835616438,6.298630136986303,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.61643835616438,6.298630136986303,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,57.61643835616438,6.298630136986303,2.0,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,64.64657534246575,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,51.153424657534245,3.2164383561643834,2.0,False,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,51.153424657534245,3.2164383561643834,2.0,False,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,58.91780821917809,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,58.91780821917809,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,58.91780821917809,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2,37.37808219178082,10.638356164383561,4.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2,37.37808219178082,10.638356164383561,4.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,34.56438356164384,5.216438356164384,1.0,False,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,34.56438356164384,5.216438356164384,1.0,False,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,34.56438356164384,5.216438356164384,1.0,False,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,55.61917808219178,8.471232876712326,2.0,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,48.64383561643836,11.884931506849314,1.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,48.64383561643836,11.884931506849314,1.0,False,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,44.164383561643845,2.7150684931506848,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,44.164383561643845,2.7150684931506848,2.0,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,30.254794520547943,5.717808219178082,2.0,False,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.254794520547943,5.717808219178082,2.0,False,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,30.254794520547943,5.717808219178082,2.0,False,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,52.832876712328776,7.134246575342464,2.0,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,52.832876712328776,7.134246575342464,2.0,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,52.832876712328776,7.134246575342464,2.0,False,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
0,61.42465753424658,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,61.42465753424658,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,61.42465753424658,-1000.6657534246576,2.0,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,39.890410958904106,6.6356164383561635,2.0,False,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,55.183561643835624,0.2958904109589041,1.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,66.17260273972603,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0,66.17260273972603,-1000.6657534246576,1.0,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
1,31.36164383561644,8.301369863013699,3.0,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1,31.36164383561644,8.301369863013699,3.0,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
